Sensor,Value,stamp
TGS2602,0.970430672,"2024-02-28 04:48:06.000000"
TGS2612,0.970719576,"2024-02-28 04:48:06.000000"
MQ9,inf,"2024-02-28 04:48:07.000000"
MQ10,inf,"2024-02-28 04:48:07.000000"
MQ11,inf,"2024-02-28 04:48:07.000000"
TGS2620,0.972144902,"2024-02-28 04:48:08.000000"
TGS2603,0.078774616,"2024-02-28 04:48:08.000000"
TGS2610,0.655141056,"2024-02-28 04:48:09.000000"
TGS2611,0.332717180,"2024-02-28 04:48:09.000000"
MQ12,inf,"2024-02-28 04:48:09.000000"
,inf,"2024-02-28 04:48:12.000000"
MQ5,inf,"2024-02-28 04:48:12.000000"
MQ6,inf,"2024-02-28 04:48:13.000000"
MQ7,inf,"2024-02-28 04:48:13.000000"
MQ8,inf,"2024-02-28 04:48:14.000000"
TGS2600,0.968316853,"2024-02-28 04:48:14.000000"
TGS2602,0.970430672,"2024-02-28 04:48:14.000000"
TGS2612,0.970719576,"2024-02-28 04:48:15.000000"
MQ9,inf,"2024-02-28 04:48:15.000000"
MQ10,inf,"2024-02-28 04:48:15.000000"
MQ11,inf,"2024-02-28 04:48:16.000000"
TGS2620,0.972144902,"2024-02-28 04:48:16.000000"
TGS2603,0.118161924,"2024-02-28 04:48:17.000000"
TGS2610,0.327570528,"2024-02-28 04:48:17.000000"
TGS2611,0.499075770,"2024-02-28 04:48:18.000000"
MQ12,inf,"2024-02-28 04:48:18.000000"
,inf,"2024-02-28 04:48:21.000000"
MQ5,inf,"2024-02-28 04:48:21.000000"
MQ6,inf,"2024-02-28 04:48:22.000000"
MQ7,inf,"2024-02-28 04:48:22.000000"
MQ8,inf,"2024-02-28 04:48:23.000000"
TGS2600,0.968316853,"2024-02-28 04:48:23.000000"
TGS2602,0.970430672,"2024-02-28 04:48:24.000000"
TGS2612,0.970719576,"2024-02-28 04:48:24.000000"
MQ9,inf,"2024-02-28 04:48:25.000000"
MQ10,inf,"2024-02-28 04:48:25.000000"
MQ11,inf,"2024-02-28 04:48:26.000000"
TGS2620,0.966253102,"2024-02-28 04:48:26.000000"
TGS2603,0.157549232,"2024-02-28 04:48:26.000000"
TGS2610,0.491355777,"2024-02-28 04:48:27.000000"
TGS2611,0.499075770,"2024-02-28 04:48:27.000000"
MQ12,inf,"2024-02-28 04:48:28.000000"
,inf,"2024-02-28 04:48:30.000000"
MQ5,inf,"2024-02-28 04:48:31.000000"
MQ6,inf,"2024-02-28 04:48:31.000000"
MQ7,inf,"2024-02-28 04:48:31.000000"
MQ8,inf,"2024-02-28 04:48:32.000000"
TGS2600,0.968316853,"2024-02-28 04:48:33.000000"
TGS2602,0.970430672,"2024-02-28 04:48:34.000000"
TGS2612,0.970719576,"2024-02-28 04:48:34.000000"
MQ9,inf,"2024-02-28 04:48:35.000000"
MQ10,inf,"2024-02-28 04:48:35.000000"
MQ11,inf,"2024-02-28 04:48:35.000000"
TGS2620,0.966253102,"2024-02-28 04:48:36.000000"
TGS2603,0.157549232,"2024-02-28 04:48:36.000000"
TGS2610,0.327570528,"2024-02-28 04:48:37.000000"
TGS2611,0.499075770,"2024-02-28 04:48:37.000000"
MQ12,inf,"2024-02-28 04:48:38.000000"
,inf,"2024-02-28 04:48:40.000000"
MQ5,inf,"2024-02-28 04:48:40.000000"
MQ6,inf,"2024-02-28 04:48:41.000000"
MQ7,inf,"2024-02-28 04:48:41.000000"
MQ8,inf,"2024-02-28 04:48:42.000000"
TGS2600,0.968316853,"2024-02-28 04:48:42.000000"
TGS2602,0.970430672,"2024-02-28 04:48:42.000000"
TGS2612,0.970719576,"2024-02-28 04:48:43.000000"
MQ9,inf,"2024-02-28 04:48:43.000000"
MQ10,inf,"2024-02-28 04:48:44.000000"
MQ11,inf,"2024-02-28 04:48:44.000000"
TGS2620,0.972144902,"2024-02-28 04:48:45.000000"
TGS2603,0.078774616,"2024-02-28 04:48:45.000000"
TGS2610,0.163785264,"2024-02-28 04:48:46.000000"
TGS2611,0.332717180,"2024-02-28 04:48:46.000000"
MQ12,inf,"2024-02-28 04:48:46.000000"
,inf,"2024-02-28 04:48:49.000000"
MQ5,inf,"2024-02-28 04:48:49.000000"
MQ6,inf,"2024-02-28 04:48:50.000000"
MQ7,inf,"2024-02-28 04:48:50.000000"
MQ8,inf,"2024-02-28 04:48:51.000000"
TGS2600,0.962376237,"2024-02-28 04:48:51.000000"
TGS2602,0.970430672,"2024-02-28 04:48:52.000000"
TGS2612,0.970719576,"2024-02-28 04:48:52.000000"
MQ9,inf,"2024-02-28 04:48:53.000000"
MQ10,inf,"2024-02-28 04:48:53.000000"
MQ11,inf,"2024-02-28 04:48:54.000000"
TGS2620,0.972144902,"2024-02-28 04:48:54.000000"
TGS2603,0.118161924,"2024-02-28 04:48:55.000000"
TGS2610,0.491355777,"2024-02-28 04:48:55.000000"
TGS2611,0.332717180,"2024-02-28 04:48:56.000000"
MQ12,inf,"2024-02-28 04:48:56.000000"
,inf,"2024-02-28 04:48:59.000000"
MQ5,inf,"2024-02-28 04:48:59.000000"
MQ6,inf,"2024-02-28 04:49:00.000000"
MQ7,inf,"2024-02-28 04:49:00.000000"
MQ8,inf,"2024-02-28 04:49:00.000000"
TGS2600,1.027722836,"2024-02-28 04:49:01.000000"
TGS2602,0.970430672,"2024-02-28 04:49:02.000000"
TGS2612,0.970719576,"2024-02-28 04:49:03.000000"
MQ9,inf,"2024-02-28 04:49:04.000000"
MQ10,inf,"2024-02-28 04:49:04.000000"
MQ11,inf,"2024-02-28 04:49:05.000000"
TGS2620,0.966253102,"2024-02-28 04:49:05.000000"
TGS2603,0.118161924,"2024-02-28 04:49:06.000000"
TGS2610,1.474067330,"2024-02-28 04:49:06.000000"
TGS2611,0.499075770,"2024-02-28 04:49:07.000000"
MQ12,inf,"2024-02-28 04:49:07.000000"
,inf,"2024-02-28 04:49:10.000000"
MQ5,inf,"2024-02-28 04:49:10.000000"
MQ6,inf,"2024-02-28 04:49:11.000000"
MQ7,inf,"2024-02-28 04:49:11.000000"
MQ8,inf,"2024-02-28 04:49:12.000000"
TGS2600,0.968316853,"2024-02-28 04:49:12.000000"
TGS2602,0.970430672,"2024-02-28 04:49:13.000000"
TGS2612,0.970719576,"2024-02-28 04:49:13.000000"
MQ9,inf,"2024-02-28 04:49:13.000000"
MQ10,inf,"2024-02-28 04:49:14.000000"
MQ11,inf,"2024-02-28 04:49:14.000000"
TGS2620,0.966253102,"2024-02-28 04:49:15.000000"
TGS2603,0.196936533,"2024-02-28 04:49:15.000000"
TGS2610,0.327570528,"2024-02-28 04:49:16.000000"
TGS2611,0.332717180,"2024-02-28 04:49:16.000000"
MQ12,inf,"2024-02-28 04:49:16.000000"
,inf,"2024-02-28 04:49:19.000000"
MQ5,inf,"2024-02-28 04:49:19.000000"
MQ6,inf,"2024-02-28 04:49:20.000000"
MQ7,inf,"2024-02-28 04:49:20.000000"
MQ8,inf,"2024-02-28 04:49:21.000000"
TGS2600,0.968316853,"2024-02-28 04:49:21.000000"
TGS2602,0.970430672,"2024-02-28 04:49:21.000000"
TGS2612,0.970719576,"2024-02-28 04:49:22.000000"
MQ9,inf,"2024-02-28 04:49:22.000000"
MQ10,inf,"2024-02-28 04:49:23.000000"
MQ11,inf,"2024-02-28 04:49:23.000000"
TGS2620,0.966253102,"2024-02-28 04:49:24.000000"
TGS2603,0.118161924,"2024-02-28 04:49:24.000000"
TGS2610,0.491355777,"2024-02-28 04:49:25.000000"
TGS2611,0.499075770,"2024-02-28 04:49:25.000000"
MQ12,inf,"2024-02-28 04:49:26.000000"
,inf,"2024-02-28 04:49:28.000000"
