Sensor,Value,stamp
,inf,"2024-03-04 11:21:49.000000"
MQ5,inf,"2024-03-04 11:21:50.000000"
MQ6,inf,"2024-03-04 11:21:50.000000"
MQ7,inf,"2024-03-04 11:21:51.000000"
MQ8,inf,"2024-03-04 11:21:51.000000"
TGS2600,0.989694774,"2024-03-04 11:21:52.000000"
TGS2602,0.976800978,"2024-03-04 11:21:52.000000"
TGS2612,0.933262408,"2024-03-04 11:21:53.000000"
MQ9,inf,"2024-03-04 11:21:54.000000"
MQ10,inf,"2024-03-04 11:21:54.000000"
MQ11,inf,"2024-03-04 11:21:55.000000"
TGS2620,0.990065873,"2024-03-04 11:21:56.000000"
TGS2603,0.979633868,"2024-03-04 11:21:56.000000"
TGS2610,0.943685591,"2024-03-04 11:21:56.000000"
TGS2611,0.959377706,"2024-03-04 11:21:57.000000"
MQ12,inf,"2024-03-04 11:21:57.000000"
,inf,"2024-03-04 11:22:00.000000"
MQ5,inf,"2024-03-04 11:22:00.000000"
MQ6,inf,"2024-03-04 11:22:01.000000"
MQ7,inf,"2024-03-04 11:22:01.000000"
MQ8,inf,"2024-03-04 11:22:02.000000"
TGS2600,0.989694774,"2024-03-04 11:22:02.000000"
TGS2602,0.976800978,"2024-03-04 11:22:03.000000"
TGS2612,0.925285816,"2024-03-04 11:22:03.000000"
MQ9,inf,"2024-03-04 11:22:03.000000"
MQ10,inf,"2024-03-04 11:22:04.000000"
MQ11,inf,"2024-03-04 11:22:04.000000"
TGS2620,0.991498709,"2024-03-04 11:22:05.000000"
TGS2603,0.978290081,"2024-03-04 11:22:05.000000"
TGS2610,0.950105250,"2024-03-04 11:22:05.000000"
TGS2611,0.952895463,"2024-03-04 11:22:06.000000"
MQ12,inf,"2024-03-04 11:22:06.000000"
,inf,"2024-03-04 11:22:09.000000"
MQ5,inf,"2024-03-04 11:22:09.000000"
MQ6,inf,"2024-03-04 11:22:09.000000"
MQ7,nan,"2024-03-04 11:22:10.000000"
MQ8,inf,"2024-03-04 11:22:10.000000"
TGS2600,0.989694774,"2024-03-04 11:22:10.000000"
TGS2602,0.976800978,"2024-03-04 11:22:11.000000"
TGS2612,0.925285816,"2024-03-04 11:22:11.000000"
MQ9,inf,"2024-03-04 11:22:12.000000"
MQ10,inf,"2024-03-04 11:22:12.000000"
MQ11,inf,"2024-03-04 11:22:12.000000"
TGS2620,0.990065873,"2024-03-04 11:22:13.000000"
TGS2603,0.978290081,"2024-03-04 11:22:14.000000"
TGS2610,0.943685591,"2024-03-04 11:22:15.000000"
TGS2611,0.952895463,"2024-03-04 11:22:15.000000"
MQ12,inf,"2024-03-04 11:22:15.000000"
,inf,"2024-03-04 11:22:18.000000"
MQ5,inf,"2024-03-04 11:22:18.000000"
