Sensor,Value,stamp
,inf,"2024-02-23 08:23:23.000000"
MQ5,inf,"2024-02-23 08:23:23.000000"
MQ6,inf,"2024-02-23 08:23:24.000000"
MQ7,inf,"2024-02-23 08:23:25.000000"
MQ8,inf,"2024-02-23 08:23:25.000000"
TGS2600,0.968777001,"2024-02-23 08:23:26.000000"
,inf,"2024-02-23 08:23:31.000000"
MQ5,inf,"2024-02-23 08:23:32.000000"
MQ6,inf,"2024-02-23 08:23:32.000000"
MQ7,inf,"2024-02-23 08:23:33.000000"
MQ8,inf,"2024-02-23 08:23:35.000000"
TGS2600,0.974987090,"2024-02-23 08:23:35.000000"
TGS2602,1.013541579,"2024-02-23 08:23:36.000000"
TGS2612,0.970518053,"2024-02-23 08:23:37.000000"
MQ9,inf,"2024-02-23 08:23:37.000000"
MQ10,inf,"2024-02-23 08:23:38.000000"
MQ11,inf,"2024-02-23 08:23:40.000000"
TGS2620,0.966530561,"2024-02-23 08:23:40.000000"
TGS2603,0.388601035,"2024-02-23 08:23:43.000000"
TGS2610,1.945945978,"2024-02-23 08:23:43.000000"
TGS2611,0.331186742,"2024-02-23 08:23:44.000000"
MQ12,inf,"2024-02-23 08:23:44.000000"
,inf,"2024-02-23 08:23:47.000000"
MQ5,inf,"2024-02-23 08:23:47.000000"
MQ6,inf,"2024-02-23 08:23:48.000000"
MQ7,inf,"2024-02-23 08:23:50.000000"
MQ8,inf,"2024-02-23 08:23:52.000000"
TGS2600,1.092979193,"2024-02-23 08:23:52.000000"
TGS2602,1.050849795,"2024-02-23 08:23:53.000000"
TGS2612,1.107385993,"2024-02-23 08:23:54.000000"
MQ9,inf,"2024-02-23 08:23:54.000000"
MQ10,inf,"2024-02-23 08:23:55.000000"
MQ11,inf,"2024-02-23 08:23:55.000000"
TGS2620,1.031756520,"2024-02-23 08:23:58.000000"
TGS2603,0.349740922,"2024-02-23 08:23:58.000000"
TGS2610,0.486486495,"2024-02-23 08:24:00.000000"
TGS2611,0.331186742,"2024-02-23 08:24:00.000000"
MQ12,inf,"2024-02-23 08:24:01.000000"
,inf,"2024-02-23 08:24:03.000000"
MQ5,inf,"2024-02-23 08:24:04.000000"
MQ6,inf,"2024-02-23 08:24:04.000000"
MQ7,inf,"2024-02-23 08:24:04.000000"
MQ8,inf,"2024-02-23 08:24:05.000000"
TGS2600,1.012247801,"2024-02-23 08:24:05.000000"
,inf,"2024-02-23 08:24:11.000000"
MQ5,inf,"2024-02-23 08:24:11.000000"
MQ6,inf,"2024-02-23 08:24:12.000000"
MQ7,inf,"2024-02-23 08:24:12.000000"
MQ8,inf,"2024-02-23 08:24:12.000000"
TGS2600,1.006037593,"2024-02-23 08:24:13.000000"
TGS2602,1.063285947,"2024-02-23 08:24:13.000000"
TGS2612,1.007845640,"2024-02-23 08:24:14.000000"
MQ9,inf,"2024-02-23 08:24:15.000000"
MQ10,inf,"2024-02-23 08:24:15.000000"
MQ11,inf,"2024-02-23 08:24:18.000000"
TGS2620,0.996178687,"2024-02-23 08:24:19.000000"
TGS2603,0.116580307,"2024-02-23 08:24:19.000000"
TGS2610,0.486486495,"2024-02-23 08:24:20.000000"
TGS2611,0.662373483,"2024-02-23 08:24:21.000000"
,inf,"2024-02-23 08:24:26.000000"
MQ5,inf,"2024-02-23 08:24:26.000000"
MQ6,inf,"2024-02-23 08:24:27.000000"
MQ7,inf,"2024-02-23 08:24:27.000000"
MQ8,inf,"2024-02-23 08:24:28.000000"
TGS2600,0.981197238,"2024-02-23 08:24:28.000000"
TGS2602,0.982451320,"2024-02-23 08:24:29.000000"
